,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
1201,63215146,0.941946616546689,Probably not the rightful winner,Not very legitimate,Donald Trump,1950,70,65 - 74,Female,Widowed,Retired,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,60563,Illinois,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Not too important,Several times a day,13
1202,409537762,1.21312851176946,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Male,Married,Permanently disabled,"$30,000 - $39,999",Democrat,Not very strong Democrat,Donald Trump,23454,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Nothing in particular,Seldom,No,Somewhat important,Seldom,13
1203,224604697,0.918480987987745,Definitely the rightful winner,Entirely legitimate,Joe Biden,1976,44,35 - 44,Male,Never married,Full-time,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,2891,Rhode Island,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Only now and then,Roman Catholic,Never,No,Not too important,Seldom,13
1204,180441574,2.25568478177897,Probably the rightful winner,Somewhat legitimate,Joe Biden,1994,26,25 - 34,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Independent,Hillary Clinton,29732,South Carolina,Moderate; middle of the road,Some college,No,Black or African American,Yes,Only now and then,Protestant,Once or twice a month,Yes,Somewhat important,Once a week,13
1205,132245998,0.506106750250838,Definitely the rightful winner,Entirely legitimate,Joe Biden,1951,69,65 - 74,Male,Married,Retired,Prefer not to say,Independent,Independent,Hillary Clinton,96734,Hawaii,Moderate; middle of the road,Some college,Yes,Other,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,13
1206,221231941,0.389923184698917,Definitely the rightful winner,Entirely legitimate,Joe Biden,1990,30,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Gary Johnson,29205,South Carolina,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Seldom,No,Not at all important,Never,13
1207,203743921,1.06408550497027,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1971,49,45 - 54,Male,Married,Retired,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,7731,New Jersey,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Very important,Once a day,13
1208,45907171,1.41958477668188,Probably not the rightful winner,Not very legitimate,Donald Trump,1960,60,55 - 64,Male,Divorced,Full-time,Prefer not to say,Other,Lean Republican,Donald Trump,33609,Florida,Slightly conservative,Bachelor's degree,No,Black or African American,Yes,Most of the time,Something else,Seldom,No,Somewhat important,A few times a week,13
1209,36515143,0.804984036733536,Definitely the rightful winner,Entirely legitimate,Joe Biden,1951,69,65 - 74,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,15325,Pennsylvania,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Once a week,No,Somewhat important,Once a week,13
1210,210290455,0.952010879862631,Probably the rightful winner,Somewhat legitimate,,1978,42,35 - 44,Female,Never married,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,42566,Kentucky,Moderate; middle of the road,Associate's degree,No,White,No,Hardly at all,Nothing in particular,Seldom,No,Not too important,A few times a month,13
1211,204347998,1.1192188022753,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1967,53,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Independent,Lean Republican,Did not vote for President,25177,West Virginia,Slightly conservative,Some college,No,White,Yes,Only now and then,Nothing in particular,Never,Yes,Not too important,Seldom,13
1212,158318053,0.964873373635424,Definitely the rightful winner,Entirely legitimate,,1966,54,45 - 54,Male,Never married,Unemployed,"$10,000 - $19,999",Independent,Independent,Did not vote for President,82930,Wyoming,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Only now and then,Atheist,Never,No,Not at all important,Never,13
1213,41458663,0.43022000320902,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Female,Never married,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Other,46613,Indiana,Moderate; middle of the road,Professional or doctorate degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
1214,140453905,0.988965491623653,Definitely the rightful winner,Entirely legitimate,Joe Biden,1954,66,65 - 74,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,35020,Alabama,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Several times a day,13
1215,135935389,1.33956416921934,Probably the rightful winner,Not very legitimate,Donald Trump,1948,72,65 - 74,Female,Divorced,Retired,"$10,000 - $19,999",Independent,Lean Republican,Donald Trump,98058,Washington,Somewhat conservative,High school diploma or the equivalent (GED),No,Multi-racial,Yes,Most of the time,Protestant,Seldom,No,Somewhat important,Once a day,13
1216,150293104,0.759862756166472,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Female,Married,Homemaker,"$50,000 - $59,999",Democrat,Not very strong Democrat,Did not vote for President,93212,California,Very liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Something else,Never,No,Somewhat important,Never,13
1217,402007066,0.560259220837571,Definitely the rightful winner,Entirely legitimate,,1954,66,65 - 74,Female,Widowed,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Gary Johnson,87121,New Mexico,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Roman Catholic,Once a week,Yes,Very important,Once a day,13
1218,141610534,0.824845718484978,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Male,Married,Part-time,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,18080,Pennsylvania,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,No,Very important,Several times a day,13
1219,163960999,1.55622521978619,Definitely the rightful winner,Entirely legitimate,Joe Biden,1969,51,45 - 54,Male,Never married,Part-time,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,38125,Tennessee,Moderate; middle of the road,Some college,No,Black or African American,Yes,Some of the time,Protestant,Never,No,Very important,Once a day,13
1220,214536145,1.05161086299079,Definitely the rightful winner,Entirely legitimate,,1985,35,35 - 44,Female,Married,Homemaker,"$120,000 - $149,999",Independent,Lean Democrat,Hillary Clinton,68135,Nebraska,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,Once or twice a month,No,Somewhat important,A few times a week,13
1221,65607649,1.29927719368307,Probably not the rightful winner,Not very legitimate,Donald Trump,1958,62,55 - 64,Female,Never married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,17701,Pennsylvania,Somewhat conservative,Master's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
1222,35385514,1.54160028098849,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1931,89,85 or older,Male,Widowed,Retired,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,33162,Florida,Somewhat conservative,Did not graduate from high school,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Seldom,13
1223,174088195,0.955426385907723,Definitely the rightful winner,Entirely legitimate,Joe Biden,1943,77,75 - 84,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,18250,Pennsylvania,Somewhat liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,13
1224,161608141,1.27926794556453,Definitely the rightful winner,Entirely legitimate,Joe Biden,1986,34,25 - 34,Female,Never married,Part-time,"Less than $10,000",Independent,Independent,Did not vote for President,10469,New York,Moderate; middle of the road,Bachelor's degree,No,Black or African American,Yes,Only now and then,Atheist,Never,No,Not at all important,Never,13
1225,210314155,1.16130980385897,Probably not the rightful winner,Not very legitimate,Donald Trump,1962,58,55 - 64,Female,Widowed,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Donald Trump,24441,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Once a week,No,Very important,Once a day,13
1226,366196192,0.834271651209081,Probably the rightful winner,Somewhat legitimate,Joe Biden,1993,27,25 - 34,Female,Domestic / civil partnership,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Did not vote for President,77038,Texas,Moderate; middle of the road,Bachelor's degree,Yes,Black or African American,Yes,Some of the time,Something else,A few times a year,Yes,Somewhat important,Once a day,13
1227,187313014,0.852188738255582,Probably the rightful winner,Not very legitimate,Someone else,1992,28,25 - 34,Female,Married,Homemaker,"$30,000 - $39,999",Independent,Lean Republican,Did not vote for President,29486,South Carolina,Somewhat conservative,Associate's degree,No,White,Yes,Some of the time,Mormon,Once a week,No,Very important,Several times a day,13
1228,191290336,0.763037730194384,Definitely the rightful winner,Entirely legitimate,,1972,48,45 - 54,Female,Married,Full-time,"$30,000 - $39,999",Not sure,Independent,Did not vote for President,76642,Texas,Very conservative,High school diploma or the equivalent (GED),No,Black or African American,No,Hardly at all,Something else,Once a week,No,Very important,Several times a day,13
1229,415896700,3.84057006197309,Definitely the rightful winner,Entirely legitimate,,1971,49,45 - 54,Male,Married,Part-time,"$20,000 - $29,999",Independent,Lean Democrat,Did not vote for President,78245,Texas,Moderate; middle of the road,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,No,Most of the time,Nothing in particular,Never,No,Somewhat important,Once a day,13
1230,174953389,0.779916589990346,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Domestic / civil partnership,Permanently disabled,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,43613,Ohio,Slightly liberal,Some college,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,A few times a year,No,Very important,A few times a month,13
1231,223385374,1.05540196964687,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Female,Married,Full-time,"$120,000 - $149,999",Independent,Lean Democrat,Hillary Clinton,84118,Utah,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Seldom,No,Not at all important,Never,13
1232,400568086,0.679139940843359,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1980,40,35 - 44,Female,Married,Homemaker,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,28318,North Carolina,Somewhat conservative,High school diploma or the equivalent (GED),No,American Indian or Alaska Native,Yes,Most of the time,Nothing in particular,Seldom,No,Somewhat important,Seldom,13
1233,196648582,1.43534113248541,Probably not the rightful winner,Not very legitimate,Donald Trump,1975,45,45 - 54,Female,Never married,Homemaker,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,20715,Maryland,Somewhat conservative,Some college,No,White,Yes,Most of the time,Mormon,Once or twice a month,Yes,Very important,Several times a day,13
1234,172885972,1.00219734880437,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Female,Married,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,60461,Illinois,Slightly liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Roman Catholic,Never,No,Not too important,Once a day,13
1235,184712344,1.07351880778117,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,20020,District of Columbia,Somewhat liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Protestant,A few times a year,No,Somewhat important,A few times a month,13
1236,142202074,0.905790973329545,Definitely the rightful winner,Entirely legitimate,,1965,55,55 - 64,Female,Never married,Permanently disabled,"Less than $10,000",Not sure,Independent,Did not vote for President,45654,Ohio,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Hardly at all,Protestant,Once or twice a month,Yes,Somewhat important,Several times a day,13
1237,188803924,0.901991481538691,Definitely the rightful winner,Entirely legitimate,Joe Biden,1954,66,65 - 74,Female,Widowed,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,3842,New Hampshire,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,13
1238,176419234,0.951460754177616,Definitely the rightful winner,Entirely legitimate,Joe Biden,1984,36,35 - 44,Female,Never married,Part-time,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,98503,Washington,Slightly liberal,Associate's degree,No,Multi-racial,Yes,Most of the time,Agnostic,Seldom,No,Not too important,Seldom,13
1239,206041429,0.968631343861928,Definitely the rightful winner,Entirely legitimate,Joe Biden,1951,69,65 - 74,Female,Married,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,95482,California,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Buddhist,Seldom,No,Not too important,Several times a day,13
1240,313300516,1.07536363590763,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Female,Married,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,77573,Texas,Somewhat liberal,Some college,No,White,Yes,Most of the time,Protestant,Never,No,Not too important,A few times a week,13
1241,7633792,0.995239326840527,Definitely the rightful winner,Entirely legitimate,Joe Biden,1970,50,45 - 54,Male,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,99515,Alaska,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
1242,222191200,1.06760143541427,Definitely the rightful winner,Entirely legitimate,Joe Biden,2001,19,18 - 24,Male,Never married,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,80503,Colorado,Very liberal,Some college,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
1243,188140102,1.22091316828046,Definitely the rightful winner,Entirely legitimate,Joe Biden,1963,57,55 - 64,Female,Domestic / civil partnership,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,36613,Alabama,Somewhat liberal,Bachelor's degree,No,Black or African American,Yes,Only now and then,Protestant,Never,No,Somewhat important,Several times a day,13
1244,47043370,0.464212961462316,Probably not the rightful winner,Not very legitimate,Someone else,1972,48,45 - 54,Female,Married,Full-time,"$70,000 - $79,999",Other,Independent,Other,83704,Idaho,Somewhat conservative,Bachelor's degree,No,White,Yes,Most of the time,Something else,Once a week,No,Very important,Several times a day,13
1245,185202913,1.07463657601114,Definitely not the rightful winner,Not legitimate at all,,1988,32,25 - 34,Male,Never married,Unemployed,"Less than $10,000",Not sure,Independent,Did not vote for President,29108,South Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,No,Only now and then,Nothing in particular,Never,No,Not at all important,Never,13
1246,203537638,1.2039327269154,Definitely not the rightful winner,Not very legitimate,Donald Trump,1954,66,65 - 74,Female,Married,Part-time,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,32033,Florida,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,13
1247,181267786,0.7255997682185,Definitely the rightful winner,Entirely legitimate,Joe Biden,1998,22,18 - 24,Male,Never married,Student,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,61540,Illinois,Slightly liberal,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not too important,Never,13
1248,212174878,0.96575412735746,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Did not vote for President,55077,Minnesota,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Agnostic,A few times a year,No,Not at all important,Never,13
1249,204847579,2.31134016278386,Definitely the rightful winner,Entirely legitimate,,2000,20,18 - 24,Male,Never married,Student,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,7502,New Jersey,Slightly liberal,Some college,No,Black or African American,No,Only now and then,Nothing in particular,Never,No,Not at all important,Never,13
1250,40204978,0.90126838226547,Probably the rightful winner,Not very legitimate,,1961,59,55 - 64,Female,Never married,Unemployed,"$10,000 - $19,999",Independent,Independent,Did not vote for President,60505,Illinois,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Nothing in particular,Never,Yes,Very important,Never,13
1251,143265442,0.460561023361017,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Male,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Evan McMullin,60640,Illinois,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Jewish,Seldom,No,Somewhat important,Seldom,13
1252,33880012,1.32898233671997,Definitely not the rightful winner,Not very legitimate,Donald Trump,1962,58,55 - 64,Male,Married,Full-time,Prefer not to say,Independent,Lean Republican,Donald Trump,15214,Pennsylvania,Somewhat conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
1253,224387353,0.936599209862715,Definitely the rightful winner,Entirely legitimate,Joe Biden,1988,32,25 - 34,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Did not vote for President,44133,Ohio,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Protestant,A few times a year,No,Very important,Once a day,13
1254,200888212,0.962379123894404,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1990,30,25 - 34,Female,Married,Homemaker,"$40,000 - $49,999",Republican,Strong Republican,Did not vote for President,62040,Illinois,Very conservative,Did not graduate from high school,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
1255,210687031,1.25800075196034,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Donald Trump,27278,Maine,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
1256,203085919,0.756462608249534,Probably the rightful winner,Somewhat legitimate,Someone else,1980,40,35 - 44,Female,Married,Homemaker,Prefer not to say,Independent,Independent,Did not vote for President,97027,Oregon,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Nothing in particular,Once or twice a month,Yes,Very important,Several times a day,13
1257,205178332,0.776937299356612,Definitely the rightful winner,Entirely legitimate,Joe Biden,1985,35,35 - 44,Female,Divorced,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,62992,Illinois,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Nothing in particular,Never,No,Not too important,Never,13
1258,169544272,0.981800931958115,Definitely the rightful winner,Entirely legitimate,Joe Biden,1991,29,25 - 34,Male,Never married,Full-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,98439,Washington,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,13
1259,211192519,1.78911819791853,Definitely the rightful winner,Entirely legitimate,,1996,24,18 - 24,Female,Never married,Part-time,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,78112,Texas,Somewhat liberal,Did not graduate from high school,Yes,White,No,Some of the time,Something else,Never,Yes,Very important,Several times a day,13
1260,203728609,0.797217352477054,Definitely the rightful winner,Entirely legitimate,Joe Biden,1957,63,55 - 64,Male,Never married,Permanently disabled,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,18509,Pennsylvania,Somewhat liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,A few times a week,13
1261,133707547,0.480813970502664,Probably not the rightful winner,Not very legitimate,Donald Trump,1938,82,75 - 84,Male,Married,Retired,Prefer not to say,Republican,Strong Republican,Other,94534,California,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
1262,139768405,0.773856096376211,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Male,Separated,Full-time,"$20,000 - $29,999",Independent,Independent,Hillary Clinton,41701,Kentucky,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Buddhist,More than once a week,No,Very important,Once a day,13
1263,133197892,1.26909804407801,Probably not the rightful winner,Not very legitimate,Donald Trump,1942,78,75 - 84,Male,Married,Retired,"$40,000 - $49,999",Democrat,Not very strong Democrat,Donald Trump,80226,Colorado,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
1264,129737278,1.07445208331095,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1953,67,65 - 74,Male,Married,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,19464,Pennsylvania,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Very important,Several times a day,13
1265,222906403,2.646,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,Student,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,21218,Maryland,Slightly liberal,Master's degree,No,Asian/Pacific Islander,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,13
1266,167623645,0.8354492916109,Probably the rightful winner,Somewhat legitimate,,1978,42,35 - 44,Female,Married,Full-time,Prefer not to say,Not sure,Not sure,Did not vote for President,94102,California,Moderate; middle of the road,Master's degree,Yes,Hispanic/Latino/Chicano/a,No,Don't know,Nothing in particular,A few times a year,No,Very important,A few times a month,13
1267,179531794,0.900226843927568,Definitely the rightful winner,Entirely legitimate,Joe Biden,1967,53,45 - 54,Female,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,75060,Texas,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Once or twice a month,No,Very important,Several times a day,13
1268,204951421,1.32362352166969,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1975,45,45 - 54,Male,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,46168,Indiana,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,13
1269,7372993,1.242,Definitely the rightful winner,Entirely legitimate,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$150,000 - $199,999",Independent,Lean Democrat,Hillary Clinton,85711,Arizona,Moderate; middle of the road,Master's degree,No,Black or African American,Yes,Most of the time,Roman Catholic,Once a week,No,Somewhat important,Several times a day,13
1270,57001291,1.22272955371631,Probably not the rightful winner,Not very legitimate,Donald Trump,1969,51,45 - 54,Female,Married,Part-time,Prefer not to say,Independent,Independent,Donald Trump,37938,Tennessee,Slightly conservative,Professional or doctorate degree,No,White,Yes,Most of the time,Protestant,Seldom,No,Very important,Once a day,13
1271,207232423,1.14083087446258,Probably not the rightful winner,Not legitimate at all,,1964,56,55 - 64,Male,Married,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,35570,Alabama,Moderate; middle of the road,Did not graduate from high school,No,White,No,Hardly at all,Nothing in particular,Never,No,Not at all important,Several times a day,13
1272,138724171,0.761280687649679,Definitely the rightful winner,Entirely legitimate,Joe Biden,1956,64,55 - 64,Male,Married,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,80504,Colorado,Slightly liberal,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,13
1273,372360592,1.10859660831215,Probably the rightful winner,Somewhat legitimate,Donald Trump,1992,28,25 - 34,Male,Never married,Full-time,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,78750,Texas,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Protestant,Never,Yes,Very important,Never,13
1274,177468703,0.900226843927568,Probably the rightful winner,Somewhat legitimate,Donald Trump,1975,45,45 - 54,Female,Divorced,Full-time,"$80,000 - $99,999",Independent,Independent,Hillary Clinton,13104,New York,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Protestant,A few times a year,No,Very important,Once a day,13
1275,194409271,1.06408550497027,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,7828,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Roman Catholic,Seldom,No,Not too important,Seldom,13
1276,206570389,0.50169327023081,Definitely the rightful winner,Entirely legitimate,Joe Biden,1968,52,45 - 54,Male,Divorced,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Gary Johnson,46278,Indiana,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Nothing in particular,Seldom,No,Not too important,A few times a month,13
1277,169659157,0.983747471716802,Definitely the rightful winner,Entirely legitimate,Joe Biden,1955,65,65 - 74,Male,Married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Did not vote for President,30032,Georgia,Somewhat conservative,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
1278,214907482,1.32362352166969,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Married,Retired,"$30,000 - $39,999",Other,Lean Republican,Donald Trump,46012,Indiana,Somewhat conservative,Bachelor's degree,No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
1279,36661837,0.923658868301529,Probably not the rightful winner,Not very legitimate,,1960,60,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,82401,Wyoming,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Protestant,Seldom,No,Somewhat important,Several times a day,13
1280,46997863,0.564222395349239,Probably not the rightful winner,Not very legitimate,Donald Trump,1988,32,25 - 34,Male,Never married,Part-time,Prefer not to say,Republican,Strong Republican,Did not vote for President,32940,Florida,Very conservative,Professional or doctorate degree,No,Black or African American,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
1281,205538413,0.96575412735746,Definitely the rightful winner,Entirely legitimate,,1991,29,25 - 34,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Did not vote for President,61062,Illinois,Moderate; middle of the road,Bachelor's degree,No,White,No,Don't know,Roman Catholic,Seldom,No,Not too important,Don't know,13
1282,156613201,1.56978250459702,Definitely not the rightful winner,Not legitimate at all,,1980,40,35 - 44,Female,Married,Unemployed,"Less than $10,000",Independent,Not sure,Did not vote for President,30083,Georgia,Very liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Protestant,Once or twice a month,No,Not too important,Seldom,13
1283,182260222,0.827232175278783,Definitely the rightful winner,Entirely legitimate,Joe Biden,1998,22,18 - 24,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Not very strong Democrat,Did not vote for President,15317,Pennsylvania,Somewhat liberal,Some college,No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Seldom,13
1284,147503509,1.26909804407801,Definitely the rightful winner,Entirely legitimate,,1945,75,75 - 84,Male,Domestic / civil partnership,Retired,"$20,000 - $29,999",Republican,Not very strong Republican,Donald Trump,92805,California,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Jewish,Never,No,Not too important,Never,13
