caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
134571841,0.752459877743533,Definitely the rightful winner,Entirely legitimate,Joe Biden,1971,49,45 - 54,Female,Married,No,Temporarily laid off,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,19507,Pennsylvania,Very liberal,Some college,No,White,Yes,Hardly at all,Protestant,Never,No,Somewhat important,Seldom,14
43898878,1.46613255856879,Probably the rightful winner,Somewhat legitimate,,1962,58,55 - 64,Female,Married,No,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,7601,New Jersey,Moderate; middle of the road,Did not graduate from high school,No,Black or African American,No,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
67477429,1.18699854118378,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Married,No,Homemaker,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,46303,Indiana,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Never,No,Somewhat important,Once a day,14
206768719,1.23643697825903,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Married,No,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,1760,Massachusetts,Very conservative,Professional or doctorate degree,No,White,Yes,Most of the time,Jewish,Once a week,No,Somewhat important,Once a week,14
185519164,1.87653175918532,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Never married,No,Permanently disabled,"$10,000 - $19,999",Independent,Lean Republican,Did not vote for President,31211,Georgia,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Nothing in particular,Never,No,Somewhat important,Never,14
141610534,1.00008451771355,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Male,Married,No,Part-time,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,18080,Pennsylvania,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
141533821,0.80023831536209,Definitely the rightful winner,Entirely legitimate,,1960,60,55 - 64,Male,Never married,No,Full-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,23834,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Most of the time,Nothing in particular,Never,No,Not at all important,Don't know,14
128749852,1.22953510038588,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Male,Married,No,Retired,"$150,000 - $199,999",Democrat,Not very strong Democrat,Hillary Clinton,20646,Maryland,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Protestant,Seldom,No,Somewhat important,Several times a day,14
35012908,1.07069332431257,Definitely the rightful winner,Entirely legitimate,Donald Trump,1932,88,85 or older,Male,Widowed,No,Retired,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,2744,Massachusetts,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Never,No,Not too important,Seldom,14
156467449,0.749905535512798,Definitely not the rightful winner,Not legitimate at all,,1967,53,45 - 54,Female,Married,No,Part-time,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,86442,Arizona,Somewhat conservative,High school diploma or the equivalent (GED),No,White,No,Some of the time,Roman Catholic,Never,No,Not at all important,Never,14
210266587,0.616353643881501,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Never married,No,Unemployed,"$30,000 - $39,999",Independent,Not sure,Did not vote for President,98604,Washington,Slightly liberal,Some college,No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a week,14
136295884,0.920238476050003,Probably not the rightful winner,Not legitimate at all,,1974,46,45 - 54,Female,Never married,No,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,27295,North Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,No,Some of the time,Protestant,Never,No,Very important,Never,14
6693385,1.38927780757711,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1963,57,55 - 64,Male,Married,No,Full-time,Prefer not to say,Independent,Independent,Donald Trump,85396,Arizona,Somewhat conservative,Master's degree,No,Multi-racial,Yes,Most of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,A few times a week,14
179029606,0.211185440540303,Definitely the rightful winner,Entirely legitimate,Someone else,1963,57,55 - 64,Male,Never married,No,Unemployed,"Less than $10,000",Independent,Independent,Jill Stein,37214,Tennessee,Slightly conservative,Some college,No,Black or African American,Yes,Some of the time,Protestant,Seldom,Yes,Somewhat important,A few times a week,14
163220293,0.784551128504098,Definitely the rightful winner,Entirely legitimate,,1993,27,25 - 34,Female,Domestic / civil partnership,Yes,Homemaker,"$40,000 - $49,999",Not sure,Independent,Did not vote for President,15846,Pennsylvania,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Hardly at all,Nothing in particular,Never,Yes,Somewhat important,Seldom,14
66186070,1.15591571045879,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1952,68,65 - 74,Male,Married,No,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,61550,Illinois,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
377661520,1.12783205342848,Definitely not the rightful winner,Not legitimate at all,,1988,32,25 - 34,Male,Never married,No,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Did not vote for President,71037,Louisiana,Very conservative,Did not graduate from high school,No,White,No,Some of the time,Protestant,Seldom,Yes,Very important,Once a day,14
331638892,2.26311622279217,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1992,28,25 - 34,Male,Never married,No,Part-time,"$30,000 - $39,999",Other,Lean Republican,Donald Trump,17948,Pennsylvania,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Eastern or Greek Orthodox,Once a week,No,Very important,Once a day,14
308028766,7.00294573625988,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1994,26,25 - 34,Male,Married,Yes,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,84737,Utah,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Mormon,Once a week,Yes,Very important,Several times a day,14
132152773,0.975063597882693,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1980,40,35 - 44,Female,Married,Yes,Homemaker,Prefer not to say,Republican,Strong Republican,Did not vote for President,15701,Pennsylvania,Very conservative,Some college,No,White,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a week,14
157941499,0.824689377926897,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Female,Never married,No,Retired,"$10,000 - $19,999",Democrat,Not very strong Democrat,Hillary Clinton,53147,Wisconsin,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,14
164976127,1.65609876647735,Definitely the rightful winner,Entirely legitimate,Joe Biden,1970,50,45 - 54,Male,Married,Yes,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,80014,Colorado,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Several times a day,14
307137652,0.783547615265458,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Male,Married,Yes,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,80010,Colorado,Somewhat liberal,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,14
181002565,0.737122557536541,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Male,Married,No,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Did not vote for President,66062,Kansas,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Not at all important,Once a day,14
222608404,0.547649445428002,Definitely not the rightful winner,Not legitimate at all,Someone else,1984,36,35 - 44,Male,Married,No,Full-time,"$150,000 - $199,999",Independent,Independent,Donald Trump,60614,Illinois,Slightly conservative,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,14
202381669,0.37687745496586,Definitely the rightful winner,Entirely legitimate,Joe Biden,1962,58,55 - 64,Male,Never married,No,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Did not vote for President,57106,South Dakota,Moderate; middle of the road,Master's degree,No,Black or African American,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,14
302177662,0.680554812320038,Probably the rightful winner,Entirely legitimate,Joe Biden,1975,45,45 - 54,Female,Married,No,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,11379,New York,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Nothing in particular,Seldom,No,Very important,A few times a week,14
146639869,0.694748297058695,Probably the rightful winner,Entirely legitimate,,1963,57,55 - 64,Male,Divorced,No,Permanently disabled,"$10,000 - $19,999",Other,Independent,Did not vote for President,95319,California,Very liberal,High school diploma or the equivalent (GED),No,White,No,Only now and then,Roman Catholic,Never,No,Very important,Several times a day,14
221935567,0.451287053912578,Definitely the rightful winner,Entirely legitimate,Someone else,1964,56,55 - 64,Female,Never married,No,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,10473,New York,Slightly liberal,Bachelor's degree,Yes,Black or African American,Yes,Most of the time,Roman Catholic,Never,No,Very important,Never,14
421611256,0.834482111931032,Probably the rightful winner,Somewhat legitimate,,1975,45,45 - 54,Male,Married,Yes,Full-time,"$40,000 - $49,999",Independent,Lean Republican,Did not vote for President,21046,Maryland,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Roman Catholic,Once or twice a month,Yes,Somewhat important,Several times a day,14
42602722,0.135825308580122,Definitely not the rightful winner,Not legitimate at all,Someone else,1982,38,35 - 44,Male,Never married,No,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Jill Stein,97302,Oregon,Very liberal,Some college,No,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
418392112,1.63096591871939,Definitely the rightful winner,Entirely legitimate,,1977,43,35 - 44,Female,Married,Yes,Full-time,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,O7202,New Jersey,Very liberal,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once a week,No,Somewhat important,A few times a month,14
174315421,1.06271824668948,Probably not the rightful winner,Not legitimate at all,Joe Biden,1971,49,45 - 54,Female,Married,Yes,Homemaker,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,28304,North Carolina,Moderate; middle of the road,Associate's degree,No,Black or African American,Yes,Some of the time,Something else,Once or twice a month,Yes,Very important,Several times a day,14
191780644,0.999116733513139,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Female,Divorced,No,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,7111,New Jersey,Very liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,14
354136630,1.03385103011175,Definitely the rightful winner,Entirely legitimate,Joe Biden,1987,33,25 - 34,Female,Never married,No,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,28205,North Carolina,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
222906403,2.64711348830623,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,No,Student,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,21218,Maryland,Slightly liberal,Master's degree,No,Asian/Pacific Islander,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
212174878,0.737122557536541,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,No,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Did not vote for President,55077,Minnesota,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Agnostic,A few times a year,No,Not at all important,Never,14
168376402,0.851209871180361,Definitely the rightful winner,Entirely legitimate,Joe Biden,1971,49,45 - 54,Female,Married,Yes,Part-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,6473,Connecticut,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
41543188,1.13049989403889,Definitely the rightful winner,Entirely legitimate,Joe Biden,1984,36,35 - 44,Male,Married,Yes,Full-time,"$100,000 - $119,999",Independent,Lean Democrat,Hillary Clinton,1915,Massachusetts,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Seldom,14
134429995,1.23366623267492,Definitely the rightful winner,Entirely legitimate,,1965,55,55 - 64,Female,Domestic / civil partnership,Yes,Part-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,14616,New York,Very liberal,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Nothing in particular,Seldom,No,Somewhat important,Once a week,14
167370463,1.03850616810324,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Male,Widowed,No,Permanently disabled,"$10,000 - $19,999",Democrat,Not very strong Democrat,Donald Trump,71064,Louisiana,Moderate; middle of the road,Some college,No,Black or African American,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Once a day,14
130441882,1.09191488198758,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Married,No,Full-time,Prefer not to say,Independent,Independent,Donald Trump,19808,Delaware,Moderate; middle of the road,Master's degree,No,White,Yes,Some of the time,Nothing in particular,Seldom,No,Not too important,Seldom,14
215201287,1.19778689967859,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1992,28,25 - 34,Female,Never married,Yes,Full-time,"$70,000 - $79,999",Independent,Lean Republican,Did not vote for President,52043,Iowa,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Only now and then,Nothing in particular,Don't know,No,Not too important,Don't know,14
57643672,0.844049187454726,Definitely the rightful winner,Entirely legitimate,,1950,70,65 - 74,Female,Married,No,Homemaker,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,28792,North Carolina,Somewhat liberal,High school diploma or the equivalent (GED),No,White,No,Most of the time,Nothing in particular,Never,No,Not at all important,Once a day,14
169457161,1.29802563383913,Probably the rightful winner,Somewhat legitimate,Donald Trump,1973,47,45 - 54,Female,Married,No,Homemaker,"Less than $10,000",Republican,Not very strong Republican,Hillary Clinton,27243,North Carolina,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Protestant,Never,Yes,Somewhat important,A few times a month,14
141038263,1.01928813410981,Probably the rightful winner,Somewhat legitimate,Joe Biden,1963,57,55 - 64,Female,Divorced,No,Permanently disabled,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,75152,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Once a day,14
40204978,0.959354117296145,Probably not the rightful winner,Not legitimate at all,,1961,59,55 - 64,Female,Never married,No,Full-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,60505,Illinois,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Nothing in particular,Never,Yes,Very important,Never,14
164786740,0.770522616396265,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Male,Married,No,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,66205,Kansas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,14
139277659,0.76761028542947,Probably the rightful winner,Somewhat legitimate,,1969,51,45 - 54,Male,Never married,No,Full-time,"$20,000 - $29,999",Not sure,Not sure,Did not vote for President,31087,Georgia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Only now and then,Nothing in particular,Never,Yes,Somewhat important,Once a day,14
210687031,0.817241868266351,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,No,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Donald Trump,27560,Maine,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
33474256,1.2425226577764,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Male,Married,No,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,78229,Texas,Somewhat liberal,Master's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once or twice a month,No,Somewhat important,A few times a week,14
223972636,0.754730697415489,Definitely the rightful winner,Entirely legitimate,Joe Biden,2002,18,18 - 24,Male,Never married,No,Student,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,48220,Michigan,Very liberal,Some college,No,White,Yes,Most of the time,Atheist,Seldom,No,Not at all important,Never,14
167119354,0.815341740751855,Definitely the rightful winner,Entirely legitimate,Joe Biden,1965,55,55 - 64,Male,Never married,No,Retired,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,13662,New York,Somewhat liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,14
199972297,0.752356299090369,Definitely the rightful winner,Entirely legitimate,,1992,28,25 - 34,Female,Divorced,Yes,Homemaker,"$70,000 - $79,999",Not sure,Not sure,Did not vote for President,83634,Idaho,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Some of the time,Protestant,Once or twice a month,Yes,Very important,A few times a week,14
190321819,1.0178652155371,Definitely the rightful winner,Entirely legitimate,Joe Biden,1938,82,75 - 84,Female,Married,No,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,33436,Florida,Somewhat liberal,Associate's degree,Yes,White,Yes,Some of the time,Jewish,A few times a year,No,Somewhat important,Seldom,14
124659943,1.07769120743152,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1937,83,75 - 84,Male,Married,No,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,11949,New York,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,14
195229639,0.139161633124431,Definitely the rightful winner,Entirely legitimate,Someone else,1990,30,25 - 34,Female,Domestic / civil partnership,Yes,Full-time,"$80,000 - $99,999",Independent,Independent,Jill Stein,76036,Texas,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Agnostic,Never,No,Not at all important,Never,14
322930336,2.16904054452,Probably not the rightful winner,Not very legitimate,Donald Trump,1980,40,35 - 44,Male,Never married,No,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Other,7208,New Jersey,Slightly conservative,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Don't know,14
130240534,1.11619328170255,Probably the rightful winner,Somewhat legitimate,Donald Trump,1935,85,85 or older,Female,Widowed,No,Retired,Prefer not to say,Republican,Not very strong Republican,Did not vote for President,34736,Florida,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Once a day,14
208833736,0.843764635628441,Definitely the rightful winner,Entirely legitimate,,1983,37,35 - 44,Male,Married,No,Part-time,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,47906,Indiana,Moderate; middle of the road,Master's degree,Yes,Hispanic/Latino/Chicano/a,No,Some of the time,Roman Catholic,Once a week,No,Very important,Once a week,14
352940236,3.10965799132477,Definitely not the rightful winner,Not very legitimate,,1985,35,35 - 44,Female,Widowed,Yes,Student,Prefer not to say,Not sure,Not sure,Did not vote for President,22803,Virginia,Moderate; middle of the road,Did not graduate from high school,Yes,Other,No,Only now and then,Nothing in particular,Never,No,Not too important,Never,14
178499512,0.77107068089363,Definitely the rightful winner,Entirely legitimate,Joe Biden,1980,40,35 - 44,Male,Married,No,Unemployed,"$50,000 - $59,999",Independent,Independent,Hillary Clinton,43068,Ohio,Very liberal,Some college,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
140646148,1.87653175918532,Probably the rightful winner,Somewhat legitimate,Donald Trump,1957,63,55 - 64,Female,Married,No,Part-time,"$40,000 - $49,999",Independent,Independent,Did not vote for President,27406,North Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Something else,Once a week,Yes,Very important,Several times a day,14
140431546,1.08277666011487,Definitely the rightful winner,Entirely legitimate,,1998,22,18 - 24,Female,Divorced,No,Full-time,"$350,000 - $499,999",Republican,Strong Republican,Did not vote for President,12306,New York,Very conservative,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,Most of the time,Nothing in particular,A few times a year,No,Very important,A few times a week,14
181118692,1.4679537739247,Probably not the rightful winner,Not very legitimate,Donald Trump,1945,75,75 - 84,Female,Married,No,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,33430,Florida,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,A few times a week,14
33274804,1.39231074085331,Definitely the rightful winner,Entirely legitimate,Donald Trump,1941,79,75 - 84,Male,Married,No,Retired,Prefer not to say,Independent,Lean Republican,Did not vote for President,30040,Georgia,Slightly conservative,Some college,No,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,Seldom,14
192152530,0.905749099184284,Probably the rightful winner,Entirely legitimate,,1994,26,25 - 34,Female,Married,No,Full-time,"$30,000 - $39,999",Not sure,Not sure,Did not vote for President,68524,Nevada,Moderate; middle of the road,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,No,Don't know,Roman Catholic,Don't know,No,Somewhat important,Don't know,14
222791917,0.46848466470716,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1967,53,45 - 54,Male,Married,Yes,Full-time,Prefer not to say,Independent,Independent,Gary Johnson,18974,Pennsylvania,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Some of the time,Protestant,Once or twice a month,No,Very important,A few times a week,14
142180897,1.0178652155371,Definitely the rightful winner,Entirely legitimate,Joe Biden,1955,65,65 - 74,Female,Married,No,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,30504,Georgia,Very liberal,Some college,No,White,Yes,Most of the time,Jewish,Seldom,No,Somewhat important,A few times a month,14
42074341,1.10878568471968,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1953,67,65 - 74,Male,Married,No,Retired,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,13795,New York,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Seldom,No,Somewhat important,A few times a month,14
206280946,1.32961790700149,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Female,Married,No,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,52404,Iowa,Very conservative,Some college,No,White,Yes,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,14
140441788,0.422083888993873,Definitely the rightful winner,Entirely legitimate,Joe Biden,1980,40,35 - 44,Male,Married,Yes,Full-time,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,11203,New York,Slightly conservative,Master's degree,No,Black or African American,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,14
138219121,0.426974600111376,Probably the rightful winner,Somewhat legitimate,Donald Trump,1954,66,65 - 74,Male,Married,No,Retired,Prefer not to say,Independent,Independent,Other,94044,California,Moderate; middle of the road,Some college,Yes,White,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Once a week,14
187134214,1.13860117856288,Definitely not the rightful winner,Not very legitimate,Donald Trump,1964,56,55 - 64,Female,Divorced,No,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,8812,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,A few times a week,14
217350685,1.87653175918532,Probably the rightful winner,Somewhat legitimate,Donald Trump,1963,57,55 - 64,Female,Divorced,No,Full-time,"$20,000 - $29,999",Republican,Not very strong Republican,Did not vote for President,78550,Texas,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Something else,Once a week,No,Very important,Once a day,14
402835324,1.15087244139641,Definitely the rightful winner,Entirely legitimate,Joe Biden,1949,71,65 - 74,Male,Married,No,Retired,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,43110,Ohio,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Other,Yes,Don't know,Agnostic,Don't know,No,Not at all important,Don't know,14
402028264,0.605984686040951,Probably not the rightful winner,Not legitimate at all,,1976,44,35 - 44,Female,Married,Yes,Unemployed,"Less than $10,000",Republican,Strong Republican,Did not vote for President,11204,New York,Somewhat conservative,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,No,Don't know,Protestant,Once a week,Yes,Very important,Several times a day,14
150296200,0.676173914519008,Probably the rightful winner,Somewhat legitimate,,1947,73,65 - 74,Male,Married,No,Retired,"$30,000 - $39,999",Independent,Independent,Did not vote for President,71112,Louisiana,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,No,Hardly at all,Protestant,More than once a week,Yes,Very important,Several times a day,14
157846834,1.17328061637993,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1970,50,45 - 54,Male,Married,Yes,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Donald Trump,8859,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Not too important,Don't know,14
64156174,0.996785488907852,Definitely the rightful winner,Entirely legitimate,Joe Biden,1971,49,45 - 54,Female,Married,Yes,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,29568,South Carolina,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Protestant,A few times a year,No,Somewhat important,A few times a week,14
206299162,0.89419311796696,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1998,22,18 - 24,Female,Never married,No,Part-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,60302,Illinois,Somewhat liberal,Associate's degree,No,Black or African American,Yes,Most of the time,Nothing in particular,Once a week,Yes,Very important,Once a day,14
46997863,0.56732589127048,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1988,32,25 - 34,Male,Never married,No,Other,Prefer not to say,Republican,Strong Republican,Did not vote for President,32940,Florida,Very conservative,Professional or doctorate degree,No,Black or African American,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,14
219698638,0.806444384492247,Definitely the rightful winner,Entirely legitimate,Joe Biden,1966,54,45 - 54,Female,Married,No,Permanently disabled,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,10002,New York,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Black or African American,Yes,Don't know,Atheist,Never,No,Not too important,Seldom,14
127669864,1.41141645589991,Probably the rightful winner,Somewhat legitimate,Donald Trump,1989,31,25 - 34,Female,Never married,No,Part-time,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,32174,Florida,Slightly conservative,Bachelor's degree,No,Multi-racial,Yes,Only now and then,Nothing in particular,Never,No,Not at all important,Never,14
